id,game,category,item,irt
1,3,animals,ape,0
1,3,animals,bear,0
1,3,animals,cat,0
1,3,animals,dog,0
1,3,animals,cow,0
1,3,animals,pig,0
1,3,animals,horse,0
1,3,animals,sheep,0
1,3,animals,lamb,0
1,3,animals,giraffe,0
1,3,animals,elephant,0
1,3,animals,lion,0
1,3,animals,tiger,0
1,3,animals,panther,0
1,3,animals,monkey,0
1,3,animals,alligator,0
1,3,animals,bird,0
1,3,animals,grasshopper,0
1,3,animals,cheetah,0
1,3,animals,zebra,0
1,3,animals,horse,0
1,3,animals,llama,0
1,4,animals,cow,0
1,4,animals,pig,0
1,4,animals,chicken,0
1,4,animals,horse,0
1,4,animals,donkey,0
1,4,animals,zebra,0
1,4,animals,lion,0
1,4,animals,tiger,0
1,4,animals,elephant,0
1,4,animals,giraffe,0
1,4,animals,bunny,0
1,4,animals,dog,0
1,4,animals,pony,0
1,4,animals,cheetah,0
1,4,animals,monkey,0
1,4,animals,gorilla,0
1,4,animals,bear,0
1,4,animals,wolf,0
1,4,animals,cheetah,0
1,4,animals,jaguar,0
1,4,animals,panther,0
1,4,animals,camel,0
1,5,animals,dog,0
1,5,animals,cat,0
1,5,animals,chicken,0
1,5,animals,cow,0
1,5,animals,sheep,0
1,5,animals,pig,0
1,5,animals,giraffe,0
1,5,animals,zebra,0
1,5,animals,moose,0
1,5,animals,deer,0
1,5,animals,raccoon,0
1,5,animals,giraffe,0
1,5,animals,bear,0
1,5,animals,monkey,0
1,5,animals,elephant,0
1,5,animals,rhinoceros,0
2,4,animals,dog,0
2,4,animals,cat,0
2,4,animals,cow,0
2,4,animals,giraffe,0
2,4,animals,chicken,0
2,4,animals,sheep,0
2,4,animals,camel,0
2,4,animals,buffalo,0
2,4,animals,bear,0
2,4,animals,baboon,0
2,4,animals,elephant,0
2,4,animals,deer,0
2,4,animals,raccoon,0
2,4,animals,squirrel,0
2,4,animals,chipmunk,0
2,4,animals,gerbil,0
2,4,animals,hamster,0
2,4,animals,lizard,0
2,4,animals,monkey,0
2,4,animals,seal,0
2,4,animals,rhinoceros,0
2,4,animals,zebra,0
2,5,animals,chicken,0
2,5,animals,cow,0
2,5,animals,horse,0
2,5,animals,pig,0
2,5,animals,mouse,0
2,5,animals,cat,0
2,5,animals,dog,0
2,5,animals,lion,0
2,5,animals,tiger,0
2,5,animals,bear,0
2,5,animals,seal,0
2,5,animals,otter,0
2,5,animals,turkey,0
2,5,animals,zebra,0
2,5,animals,donkey,0
2,5,animals,buffalo,0
2,5,animals,polar bear,0
2,5,animals,orangutan,0
2,5,animals,chimpanzee,0
2,5,animals,ostrich,0
2,5,animals,guinea pig,0
2,5,animals,rat,0
2,5,animals,hedgehog,0
2,5,animals,bunny,0
76,3,animals,dog,0
76,3,animals,cat,0
76,3,animals,deer,0
76,3,animals,bear,0
76,3,animals,moose,0
76,3,animals,skunk,0
76,3,animals,raccoon,0
76,3,animals,squirrel,0
76,3,animals,cougar,0
76,3,animals,tiger,0
76,3,animals,lion,0
76,3,animals,giraffe,0
76,3,animals,zebra,0
76,3,animals,antelope,0
76,3,animals,hippopotamus,0
76,3,animals,elephant,0
76,3,animals,rhinoceros,0
76,4,animals,fox,0
76,4,animals,rabbit,0
76,4,animals,dog,0
76,4,animals,cat,0
76,4,animals,deer,0
76,4,animals,elk,0
76,4,animals,moose,0
76,4,animals,coyote,0
76,4,animals,bear,0
76,4,animals,turkey,0
76,4,animals,weasel,0
76,4,animals,skunk,0
77,3,animals,chicken,0
77,3,animals,cow,0
77,3,animals,dog,0
77,3,animals,snake,0
77,3,animals,elephant,0
77,3,animals,lion,0
77,3,animals,raccoon,0
77,3,animals,bird,0
77,3,animals,fish,0
77,3,animals,alligator,0
77,3,animals,giraffe,0
77,3,animals,rhinoceros,0
77,3,animals,chimpanzee,0
77,3,animals,duck,0
77,3,animals,goose,0
77,3,animals,badger,0
77,3,animals,donkey,0
77,3,animals,camel,0
77,3,animals,hamster,0
77,3,animals,turkey,0
77,3,animals,rhinoceros,0
77,3,animals,penguin,0
77,3,animals,peacock,0
77,3,animals,chameleon,0
77,3,animals,gila monster,0
77,3,animals,unicorn,0
77,4,animals,giraffe,0
77,4,animals,elephant,0
77,4,animals,chicken,0
77,4,animals,snake,0
77,4,animals,lizard,0
77,4,animals,hippopotamus,0
77,4,animals,whale,0
77,4,animals,dog,0
77,4,animals,donkey,0
77,4,animals,horse,0
77,4,animals,camel,0
77,4,animals,hedgehog,0
77,4,animals,bat,0
77,4,animals,butterfly,0
77,4,animals,worm,0
77,4,animals,ostrich,0
77,4,animals,orangutan,0
77,4,animals,panda,0
77,4,animals,koala,0
77,4,animals,pig,0
77,4,animals,goose,0
77,4,animals,duck,0
77,4,animals,shark,0
77,5,animals,dog,0
77,5,animals,cat,0
77,5,animals,salamander,0
77,5,animals,chicken,0
77,5,animals,squirrel,0
77,5,animals,horse,0
77,5,animals,elephant,0
77,5,animals,lion,0
77,5,animals,butterfly,0
77,5,animals,fish,0
77,5,animals,camel,0
77,5,animals,snake,0
77,5,animals,bee,0
77,5,animals,pig,0
77,5,animals,cow,0
77,5,animals,tiger,0
77,5,animals,donkey,0
77,5,animals,horse,0
77,5,animals,goat,0
77,5,animals,whale,0
77,5,animals,eagle,0
103,3,animals,cow,0
103,3,animals,sheep,0
103,3,animals,duck,0
103,3,animals,deer,0
103,3,animals,elk,0
103,3,animals,moose,0
103,3,animals,lion,0
103,3,animals,elephant,0
103,3,animals,tiger,0
103,4,animals,deer,0
103,4,animals,coyote,0
103,4,animals,fox,0
103,4,animals,elephant,0
103,4,animals,giraffe,0
103,4,animals,rhinoceros,0
103,4,animals,lion,0
103,4,animals,skunk,0
103,4,animals,rabbit,0
103,4,animals,squirrel,0
103,4,animals,bird,0
103,4,animals,dog,0
103,4,animals,cat,0
103,4,animals,snake,0
103,4,animals,cow,0
103,4,animals,sheep,0
103,4,animals,horse,0
113,3,animals,bear,0
113,3,animals,wolverine,0
113,3,animals,cat,0
113,3,animals,dog,0
113,3,animals,squirrel,0
113,3,animals,hippopotamus,0
113,3,animals,cougar,0
113,3,animals,elephant,0
113,3,animals,zebra,0
113,3,animals,giraffe,0
113,3,animals,badger,0
113,3,animals,hen,0
113,3,animals,chicken,0
113,3,animals,snake,0
113,3,animals,whale,0
113,3,animals,fish,0
113,3,animals,dolphin,0
113,3,animals,goat,0
113,3,animals,cattle,0
113,3,animals,duck,0
113,3,animals,sparrow,0
113,3,animals,rhinoceros,0
113,3,animals,alligator,0
113,3,animals,crocodile,0
113,3,animals,iguana,0
113,4,animals,giraffe,0
113,4,animals,hippopotamus,0
113,4,animals,zebra,0
113,4,animals,horse,0
113,4,animals,cat,0
113,4,animals,dog,0
113,4,animals,possum,0
113,4,animals,rat,0
113,4,animals,mouse,0
113,4,animals,rabbit,0
113,4,animals,squirrel,0
113,4,animals,bird,0
113,4,animals,fish,0
113,4,animals,lion,0
113,4,animals,tiger,0
113,4,animals,leopard,0
113,4,animals,cougar,0
126,3,animals,dog,0
126,3,animals,cat,0
126,3,animals,sheep,0
126,3,animals,goldfish,0
126,3,animals,bird,0
126,3,animals,crow,0
126,3,animals,finch,0
126,3,animals,nuthatch,0
126,3,animals,blue jay,0
126,3,animals,skunk,0
126,3,animals,bear,0
126,3,animals,lion,0
126,3,animals,tiger,0
126,3,animals,leopard,0
126,3,animals,jaguar,0
126,3,animals,gorilla,0
126,3,animals,monkey,0
126,3,animals,snake,0
126,3,animals,frog,0
126,3,animals,tadpole,0
126,3,animals,bear,0
126,3,animals,toucan,0
126,3,animals,elephant,0
159,3,animals,zebra,0
159,3,animals,butterfly,0
159,3,animals,camel,0
159,3,animals,antelope,0
159,3,animals,chimpanzee,0
159,3,animals,monkey,0
159,3,animals,dog,0
159,3,animals,cat,0
159,3,animals,kangaroo,0
159,3,animals,elephant,0
159,3,animals,rhinoceros,0
159,3,animals,hippopotamus,0
159,3,animals,alligator,0
159,3,animals,snake,0
159,3,animals,chicken,0
159,3,animals,sheep,0
159,3,animals,cow,0
159,3,animals,buffalo,0
159,3,animals,deer,0
159,3,animals,elk,0
159,3,animals,moose,0
159,3,animals,walrus,0
159,3,animals,sting ray,0
159,3,animals,whale,0
159,3,animals,polar bear,0
159,4,animals,elephant,0
159,4,animals,zebra,0
159,4,animals,orangutan,0
159,4,animals,kangaroo,0
159,4,animals,monkey,0
159,4,animals,chimpanzee,0
159,4,animals,sheep,0
159,4,animals,goat,0
159,4,animals,turtle,0
159,4,animals,chicken,0
159,4,animals,dog,0
159,4,animals,cat,0
159,4,animals,eagle,0
159,4,animals,horse,0
159,4,animals,donkey,0
159,4,animals,possum,0
159,4,animals,raccoon,0
159,4,animals,duck,0
159,4,animals,chipmunk,0
159,4,animals,squirrel,0
159,4,animals,salamander,0
159,4,animals,pig,0
159,4,animals,cow,0
159,4,animals,buffalo,0
159,4,animals,wolf,0
159,4,animals,coyote,0
159,4,animals,anaconda,0
159,4,animals,frog,0
159,5,animals,mollusk,0
159,5,animals,chipmunk,0
159,5,animals,squirrel,0
159,5,animals,sheep,0
159,5,animals,chicken,0
159,5,animals,horse,0
159,5,animals,cow,0
159,5,animals,flamingo,0
159,5,animals,heron,0
159,5,animals,porcupine,0
159,5,animals,beaver,0
159,5,animals,badger,0
159,5,animals,gopher,0
159,5,animals,hawk,0
159,5,animals,caterpillar,0
159,5,animals,stallion,0
159,5,animals,pig,0
159,5,animals,porcupine,0
159,5,animals,wild boar,0
159,5,animals,donkey,0
159,5,animals,dog,0
159,5,animals,cat,0
159,5,animals,pygmy,0
159,5,animals,alligator,0
159,5,animals,turtle,0
159,5,animals,snake,0
159,5,animals,bunny,0
159,5,animals,fox,0
159,5,animals,bear,0
159,5,animals,wolf,0
159,5,animals,coyote,0
159,5,animals,chimpanzee,0
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,3,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
183,4,animals,,
186,3,animals,elephant,
186,3,animals,peacock,
186,3,animals,dog,
186,3,animals,cat,
186,3,animals,monkey,
186,3,animals,squirrel,
186,3,animals,giraffe,
186,3,animals,buffalo,
186,3,animals,camel,
186,3,animals,horse,
186,3,animals,chicken,
186,3,animals,hen,
186,3,animals,rooster,
186,3,animals,turkey,
186,3,animals,ape,
186,3,animals,bull,
186,3,animals,cow,
186,3,animals,donkey,
186,3,animals,parakeet,
186,3,animals,kangaroo,
186,3,animals,camel,
186,3,animals,giraffe,
186,3,animals,rhinoceros,
186,3,animals,platypus,
186,3,animals,human being,
194,3,animals,monkey,
194,3,animals,ape,
194,3,animals,baraboo,
194,3,animals,lion,
194,3,animals,tiger,
194,3,animals,bear,
194,3,animals,bird,
194,3,animals,eagle,
194,3,animals,dove,
194,3,animals,fox,
194,3,animals,rat,
194,3,animals,eel,
194,3,animals,dog,
194,3,animals,cat,
194,3,animals,fish,
194,3,animals,guppy,
194,3,animals,chicken,
194,3,animals,cow,
194,3,animals,horse,
194,3,animals,goat,
194,3,animals,buffalo,
194,3,animals,prairie dog,
194,3,animals,snake,
194,3,animals,fowl,
194,3,animals,ape,
194,3,animals,monkey,
194,4,animals,monkey,
194,4,animals,lion,
194,4,animals,tiger,
194,4,animals,bear,
194,4,animals,antelope,
194,4,animals,deer,
194,4,animals,ox,
194,4,animals,rat,
194,4,animals,dolphin,
194,4,animals,walleye,
194,4,animals,shark,
194,4,animals,fox,
194,4,animals,mouse,
194,4,animals,squirrel,
194,4,animals,bird,
194,4,animals,finch,
194,4,animals,cardinal,
194,4,animals,elephant,
194,4,animals,rhinoceros,
194,4,animals,antelope,
194,4,animals,bear,
197,3,animals,ape,
197,3,animals,bear,
197,3,animals,crocodile,
197,3,animals,dog,
197,3,animals,elephant,
197,3,animals,fish,
197,3,animals,goat,
197,3,animals,llama,
197,3,animals,monkey,
197,3,animals,gnu,
197,3,animals,octopus,
197,3,animals,penguin,
197,3,animals,quail,
197,3,animals,rooster,
197,3,animals,skunk,
197,3,animals,turtle,
197,3,animals,giraffe,
197,3,animals,cat,
197,3,animals,hippopotamus,
197,3,animals,alligator,
197,3,animals,dromedary,
197,3,animals,cattle,
197,3,animals,shark,
197,4,animals,ape,
197,4,animals,orangutan,
197,4,animals,zebra,
197,4,animals,dog,
197,4,animals,cat,
197,4,animals,mouse,
197,4,animals,monkey,
197,4,animals,leopard,
197,4,animals,lemur,
197,4,animals,rabbit,
197,4,animals,hare,
197,4,animals,turtle,
197,4,animals,antelope,
197,4,animals,hippopotamus,
197,4,animals,rhinoceros,
197,4,animals,cheetah,
197,4,animals,llama,
197,4,animals,sheep,
197,4,animals,rat,
197,4,animals,baboon,
197,4,animals,cow,
197,4,animals,deer,
197,4,animals,elephant,
204,3,animals,dog,
204,3,animals,cat,
204,3,animals,mouse,
204,3,animals,lizard,
204,3,animals,llama,
204,3,animals,lion,
204,3,animals,tiger,
204,3,animals,bear,
204,3,animals,deer,
204,3,animals,skunk,
204,3,animals,monkey,
204,3,animals,gorilla,
204,3,animals,mouse,
204,3,animals,badger,
204,3,animals,snake,
204,3,animals,fish,
204,3,animals,whale,
204,3,animals,caribou,
204,3,animals,moose,
204,3,animals,fox,
204,3,animals,hen,
204,3,animals,rooster,
204,3,animals,sheep,
204,3,animals,cow,
204,3,animals,pig,
204,3,animals,goat,
204,3,animals,guinea pig,
204,4,animals,dog,
204,4,animals,cat,
204,4,animals,squirrel,
204,4,animals,zebra,
204,4,animals,lion,
204,4,animals,tiger,
204,4,animals,monkey,
204,4,animals,horse,
204,4,animals,cow,
204,4,animals,pig,
204,4,animals,sheep,
204,4,animals,possum,
204,4,animals,raccoon,
204,4,animals,deer,
204,4,animals,elephant,
204,4,animals,giraffe,
204,4,animals,camel,
204,4,animals,snake,
204,4,animals,weasel,
204,4,animals,gorilla,
204,4,animals,jaguar,
204,4,animals,crocodile,
204,4,animals,alligator,
204,4,animals,fish,
205,3,animals,ape,
205,3,animals,giraffe,
205,3,animals,lion,
205,3,animals,tiger,
205,3,animals,elephant,
205,3,animals,squirrel,
205,3,animals,mouse,
205,3,animals,dog,
205,3,animals,cat,
205,3,animals,hamster,
205,3,animals,ape,
205,3,animals,gorilla,
205,3,animals,monkey,
205,3,animals,hippopotamus,
205,3,animals,giraffe,
205,3,animals,elephant,
205,3,animals,dog,
205,3,animals,cat,
205,4,animals,lion,
205,4,animals,zebra,
205,4,animals,elephant,
205,4,animals,bear,
205,4,animals,lion,
205,4,animals,tiger,
205,4,animals,dog,
205,4,animals,cat,
205,4,animals,hamster,
205,4,animals,monkey,
205,4,animals,zebra,
205,4,animals,snake,
205,4,animals,bear,
205,4,animals,polar bear,
205,4,animals,seal,
205,4,animals,walrus,
205,4,animals,pig,
205,4,animals,cow,
205,4,animals,horse,
205,4,animals,goat,
205,4,animals,sheep,
205,4,animals,raccoon,
205,4,animals,squirrel,
205,4,animals,possum,
205,4,animals,rat,
205,4,animals,mouse,
205,5,animals,ape,
205,5,animals,antelope,
205,5,animals,baboon,
205,5,animals,cat,
205,5,animals,dog,
205,5,animals,camel,
205,5,animals,cow,
205,5,animals,fox,
205,5,animals,ferret,
205,5,animals,gorilla,
205,5,animals,goat,
205,5,animals,horse,
205,5,animals,leopard,
205,5,animals,lion,
205,5,animals,llama,
205,5,animals,monkey,
205,5,animals,mouse,
205,5,animals,octopus,
205,5,animals,possum,
205,5,animals,rabbit,
205,5,animals,rhinoceros,
205,5,animals,giraffe,
206,3,animals,fish,
206,3,animals,bear,
206,3,animals,pig,
206,3,animals,cow,
206,3,animals,cat,
206,3,animals,dog,
206,3,animals,mouse,
206,3,animals,rat,
206,3,animals,hamster,
206,3,animals,guinea pig,
206,3,animals,gorilla,
206,3,animals,chimpanzee,
206,3,animals,giraffe,
206,3,animals,elephant,
206,3,animals,penguin,
206,3,animals,bat,
206,3,animals,butterfly,
206,3,animals,muskrat,
206,3,animals,mouse,
206,3,animals,mole,
206,3,animals,robin,
206,3,animals,jay,
206,4,animals,giraffe,
206,4,animals,zebra,
206,4,animals,elephant,
206,4,animals,alligator,
206,4,animals,monkey,
206,4,animals,beaver,
206,4,animals,squirrel,
206,4,animals,chipmunk,
206,4,animals,deer,
206,4,animals,moose,
206,4,animals,elk,
206,4,animals,antelope,
206,4,animals,tiger,
206,4,animals,lion,
206,4,animals,cheetah,
206,4,animals,dog,
206,4,animals,cat,
206,4,animals,hamster,
206,4,animals,fish,
206,4,animals,guinea pig,
206,4,animals,iguana,
206,4,animals,leopard,
206,4,animals,bird,
206,4,animals,robin,
206,5,animals,camel,
206,5,animals,tiger,
206,5,animals,lion,
206,5,animals,cheetah,
206,5,animals,jaguar,
206,5,animals,elephant,
206,5,animals,giraffe,
206,5,animals,donkey,
206,5,animals,horse,
206,5,animals,ass,
206,5,animals,dog,
206,5,animals,cat,
206,5,animals,hamster,
206,5,animals,frog,
206,5,animals,snake,
206,5,animals,mouse,
206,5,animals,squirrel,
206,5,animals,chipmunk,
206,5,animals,bird,
206,5,animals,blue jay,
206,5,animals,cardinal,
206,5,animals,canary,
206,5,animals,parrot,
206,5,animals,crow,
206,5,animals,eagle,
206,5,animals,hawk,
209,3,animals,cat,
209,3,animals,dog,
209,3,animals,bird,
209,3,animals,chicken,
209,3,animals,goat,
209,3,animals,sheep,
209,3,animals,cow,
209,3,animals,pig,
209,3,animals,horse,
209,3,animals,giraffe,
209,3,animals,rhinoceros,
209,3,animals,alligator,
209,3,animals,crocodile,
209,3,animals,snake,
209,3,animals,pigeon,
209,3,animals,zebra,
209,3,animals,water buffalo,
209,3,animals,llama,
209,3,animals,deer,
209,3,animals,fox,
209,3,animals,raccoon,
209,3,animals,gopher,
209,3,animals,possum,
209,3,animals,pheasant,
209,3,animals,duck,
209,3,animals,goose,
209,3,animals,skunk,
209,3,animals,mule,
209,3,animals,donkey,
209,4,animals,cat,
209,4,animals,dog,
209,4,animals,muskrat,
209,4,animals,mink,
209,4,animals,raccoon,
209,4,animals,beaver,
209,4,animals,cow,
209,4,animals,pig,
209,4,animals,horse,
209,4,animals,sheep,
209,4,animals,goat,
209,4,animals,gazelle,
209,4,animals,elephant,
209,4,animals,lion,
209,4,animals,tiger,
209,4,animals,chinchilla,
209,4,animals,rabbit,
209,4,animals,squirrel,
209,4,animals,otter,
209,4,animals,gazelle,
209,4,animals,turtle,
209,4,animals,fisher,
209,4,animals,frog,
209,4,animals,toad,
209,4,animals,heron,
209,4,animals,weasel,
209,4,animals,bear,
209,4,animals,walrus,
209,4,animals,whale,
209,4,animals,seal,
209,4,animals,shark,
209,4,animals,sea otter,
210,3,animals,dog,
210,3,animals,cat,
